time,j0,j1,j2,j3,j4,j5,j6
0.166676,-1.601632,0.045683,1.042137,0.512113,-0.915825,0.130493,-0.660827
0.168677,1.504640,-1.388895,-0.906748,1.270525,-0.169793,-1.359563,-0.150837
0.170674,-0.333740,-1.520463,1.030391,-1.320436,0.685593,0.671761,-0.141434
0.172677,-0.472109,0.013044,-3.675107,0.840955,-3.898513,-2.573402,-0.165461
0.174672,-0.151816,-1.055764,1.671259,1.366576,1.676464,0.523139,-0.093061
0.176712,-0.235843,-0.595077,0.992644,0.384330,-1.954071,-1.135353,-0.236761
0.180677,-2.115078,0.154360,2.638972,-0.462690,1.343023,-0.888750,-0.640129
0.182678,-1.820023,-1.679426,-1.541242,1.590899,-0.757871,0.318954,-0.131319
0.184674,0.952899,-0.066560,-2.388686,-0.272721,0.719130,-2.061513,-0.071857
0.186677,0.292090,-1.228548,-0.822080,1.485571,2.151961,1.248679,0.186910
0.188683,-2.907341,-0.283111,1.053351,-0.781450,-3.087860,-1.187199,-0.371548
0.190722,-0.287244,-0.568623,2.490096,0.249480,0.293901,-0.103170,-0.675056
0.194681,0.711308,-0.987196,-2.207661,1.766688,0.672592,0.675181,0.290858
0.196685,-0.380950,-0.957819,0.084119,0.204936,2.645712,-2.044323,-0.173626
0.198675,-2.286082,-0.089398,-1.496186,1.665469,-3.807629,1.312172,-0.180832
0.200672,0.768528,-0.971995,2.129814,1.793119,-4.499750,-0.817351,-0.068275
0.202673,-0.451399,-0.789948,0.342518,-1.460681,3.184703,-1.097321,-1.332424
0.204703,-1.352100,0.002832,-0.178647,1.948125,-0.695950,0.712116,-0.083866
0.208678,-0.043801,-0.842542,-3.167096,-0.199567,-0.180164,-1.039000,0.267526
0.210672,-2.064935,-0.772005,1.029063,0.688864,0.350119,-1.100167,-0.431715
0.212676,0.513696,-0.293997,0.856318,0.331895,-2.238357,0.706424,-0.090300
0.214674,0.317017,-0.368290,2.105020,-1.558664,3.241413,-0.860665,-0.633046
0.216675,-1.261024,-0.312452,-2.752584,0.333817,1.668164,-1.049448,-0.094812
0.218682,0.281484,-0.182247,-0.527161,0.993139,-2.441270,0.153452,-0.622554
0.222676,-1.328018,-0.885481,-0.978527,-0.129827,1.714061,-0.878410,0.756681
0.224678,0.212530,-0.281955,3.162174,2.952063,-1.138711,-1.439543,-0.735721
0.226674,-1.607810,-0.567436,-0.161925,-1.050402,0.208189,1.116037,-0.974244
0.228673,0.526452,-1.711967,-0.259448,1.879843,1.603877,-1.077930,0.566649
0.230676,-2.046359,-0.746262,-3.202091,-1.605027,-2.383263,-0.887396,-0.616228
0.232674,0.037695,0.622608,1.397827,2.495360,2.018905,-0.069458,-0.153856
0.236676,0.360578,-1.100504,0.473542,-2.056589,-2.293693,-0.207363,-0.551246
0.238673,-0.635567,0.614065,1.579325,0.384618,-2.565102,-0.946299,-0.315187
0.240675,-0.215668,-2.312042,-0.528094,1.008155,3.227726,-1.000966,0.219928
0.242677,-0.363430,0.060672,-2.268780,0.256211,-1.047771,0.376451,-0.170168
0.244681,-1.465075,-0.794232,1.751622,1.401158,0.403611,-1.405254,-1.430318
0.246700,-0.392861,-0.295558,-1.534929,1.668336,-3.025543,-0.937251,0.904479
0.250671,-0.906222,-0.877305,1.946935,-0.814871,0.110317,-0.182225,0.027976
0.252679,0.273652,-0.486775,-1.209853,-0.050102,0.949221,-0.283593,-0.775399
0.254675,-1.370414,-0.435809,0.527524,0.237007,-1.032028,-0.657154,-0.714552
0.256677,-0.515416,-0.366169,-1.414515,1.045047,0.852331,-1.415178,-0.001020
0.258675,-0.920002,-1.082479,-0.945516,0.175417,-0.850036,0.510809,1.277426
0.260692,0.335086,-0.602122,0.111892,1.773732,-0.576517,-0.367939,-1.431377
0.264673,-1.158649,-0.463329,2.589538,-1.181069,2.033923,0.035272,-0.518979
0.266673,-0.160216,-1.454016,-0.209116,1.823594,-1.493548,-1.302691,1.168296
0.268670,-0.101974,0.484413,-0.659856,-0.755109,-0.665377,-0.303302,-0.142312
0.270674,0.841875,-0.690469,-2.502031,2.131920,0.993381,-0.193879,-1.244328
0.272681,-2.729052,-1.768914,2.128495,0.114717,-1.490802,-0.213664,-0.063852
0.274732,-1.678250,-0.368051,-0.522556,0.809154,1.529337,-0.475811,0.439818
0.278679,0.798256,-0.309029,2.358257,-1.719261,0.807464,-0.929333,-0.625270
0.280670,0.336823,-1.735856,-1.503934,0.553141,-4.534760,-0.828641,-1.412485
0.282677,0.308295,0.375784,-0.895409,2.208023,1.909657,0.348750,0.423988
0.284674,-3.176889,-0.287879,-1.756429,0.043672,2.084469,-0.339483,-0.142709
0.286678,-0.232116,-2.406176,0.559929,0.753657,-0.258684,-1.025975,-1.227479
0.288706,-0.308377,-0.495755,1.010962,-1.233128,-0.865143,-0.787970,0.238603
0.292677,-0.369118,-0.067677,2.151061,2.633452,0.400152,-0.800407,0.749861
0.294675,-1.488260,0.208792,0.455485,1.096378,-2.481395,0.063464,-1.701827
0.296676,1.551228,-1.888083,-2.853256,-2.039885,1.586515,-0.461006,-0.167625
0.298675,-1.032170,0.558780,-2.264079,0.832798,-0.098095,-0.210096,-0.025383
0.300675,-1.817833,-0.913343,0.417417,1.597119,-0.416277,-0.879452,-1.199964
0.302698,0.241783,-2.127946,1.361797,0.268523,-0.343244,-0.542688,-0.067439
0.306673,0.885081,1.022314,2.027126,-0.299569,0.818213,0.047501,0.609723
0.308679,-1.811660,-1.118330,-0.734411,-0.840591,-1.920646,-0.869933,-1.230680
0.310671,-0.893163,-0.986872,-0.620794,2.784519,2.893079,-0.749644,-0.325109
0.312679,0.459721,-0.463608,-2.243572,-1.432586,0.263202,-0.306666,1.103533
0.314676,-2.832613,-1.245976,-0.339854,0.126857,-2.779674,-0.261008,-1.142591
0.318673,0.264947,0.477466,1.110107,2.990699,2.455262,-0.026667,-0.638733
0.320676,-0.754801,-0.802954,1.948912,-0.845545,0.462422,-0.838629,0.977607
0.322681,0.400832,-1.259033,-0.408495,-0.698916,-1.851540,-0.478809,-1.787438
0.324674,0.388794,0.257525,-0.995965,2.202362,2.085467,-0.703376,0.581920
0.326678,-1.456615,-0.840322,-2.208795,-0.130633,0.170171,-0.023203,0.058631
0.328677,-1.043923,-1.201677,1.198263,-0.957669,-1.533625,-0.856331,-1.060921
0.332668,-1.017271,-0.364899,-0.121045,2.326063,1.253737,-0.409694,-0.071786
0.334674,1.433451,-1.303587,2.164435,0.133987,0.513249,-0.804337,0.498235
0.336676,-0.849525,-1.151349,-0.563700,-1.561169,-4.678807,-0.256237,-1.178882
0.338673,-1.771631,-0.734468,1.175199,1.985891,1.202009,-0.223417,0.744041
0.340677,-0.474717,-0.508001,-2.592167,0.309301,0.912875,-0.525415,-0.273977
0.342671,-1.631127,-0.447162,-0.380689,-0.792818,-0.098921,-0.647461,-1.063261
0.346671,1.622133,0.665948,-1.034748,3.199076,1.566664,-0.745353,1.278867
0.348674,-2.814015,-1.695948,1.888429,-0.918072,0.613262,-0.283844,-1.835313
0.350674,0.780514,-0.762538,-1.537704,-0.411752,-2.993291,-0.446001,0.562620
0.352679,-0.422292,-0.040778,1.497987,2.589098,1.226671,-0.416881,-0.407768
