time,j0,j1,j2,j3,j4,j5,j6
0.472128,7.200000,-9.180000,-6.840000,3.915000,-7.704000,-4.392000,-3.864000
0.474432,6.300000,-9.360000,-5.895000,3.555000,-7.392000,-3.816000,-4.152000
0.476860,5.850000,-9.900000,-6.795000,3.285000,-7.416000,-4.152000,-4.248000
0.479116,11.340000,-3.510000,-3.960000,2.970000,-5.544000,-3.216000,-3.768000
0.481430,10.530000,-3.870000,-4.635000,2.835000,-6.024000,-3.744000,-4.176000
0.483735,11.250000,-3.600000,-4.905000,2.700000,-6.168000,-3.288000,-3.840000
0.486032,3.780000,-10.350000,-7.200000,2.655000,-8.376000,-3.768000,-4.200000
0.488380,4.050000,-10.440000,-6.075000,2.340000,-7.920000,-3.864000,-4.824000
0.490860,3.960000,-9.900000,-4.410000,2.160000,-7.632000,-3.264000,-4.200000
0.493006,8.640000,-3.870000,-4.095000,2.115000,-6.048000,-3.360000,-3.816000
0.495354,8.370000,-4.680000,-2.565000,1.980000,-6.144000,-3.144000,-4.344000
0.497644,9.450000,-4.500000,-3.150000,2.025000,-6.144000,-3.168000,-3.672000
0.499970,3.240000,-11.520000,-4.545000,2.295000,-7.488000,-3.864000,-3.888000
0.502256,3.150000,-10.800000,-5.535000,2.610000,-7.656000,-3.672000,-4.512000
0.504592,4.140000,-10.800000,-6.660000,2.880000,-7.512000,-4.104000,-4.008000
0.506883,4.050000,-10.800000,-5.355000,3.330000,-7.752000,-3.576000,-4.128000
0.509261,11.700000,-4.410000,-4.590000,3.780000,-5.832000,-3.336000,-3.816000
0.511578,12.060000,-3.330000,-2.520000,4.410000,-5.808000,-3.840000,-3.456000
0.513894,13.680000,-3.780000,-3.105000,4.995000,-5.760000,-3.144000,-3.576000
0.516204,6.390000,-9.900000,-4.455000,6.030000,-7.656000,-3.840000,-4.248000
0.518519,6.750000,-10.080000,-5.895000,6.660000,-7.824000,-4.488000,-4.080000
0.520830,7.290000,-9.990000,-7.290000,7.470000,-7.488000,-3.744000,-4.080000
0.523170,14.490000,-3.780000,-5.535000,7.875000,-5.520000,-3.336000,-3.744000
0.525479,15.120000,-4.140000,-5.670000,8.505000,-5.544000,-4.152000,-3.912000
0.527810,15.570000,-4.320000,-3.870000,8.865000,-6.024000,-3.504000,-3.648000
0.530130,8.820000,-10.710000,-7.020000,9.270000,-7.968000,-3.984000,-4.176000
0.532450,7.740000,-10.260000,-5.355000,9.495000,-7.656000,-4.512000,-4.392000
0.534844,7.380000,-10.980000,-6.210000,9.405000,-7.560000,-3.960000,-4.032000
0.537157,14.310000,-5.130000,-3.870000,8.820000,-5.424000,-3.456000,-3.576000
0.539485,13.590000,-4.860000,-4.635000,8.730000,-5.736000,-3.744000,-3.888000
0.541808,13.860000,-4.680000,-5.220000,8.415000,-5.880000,-3.456000,-3.528000
0.544114,5.310000,-11.340000,-7.425000,8.190000,-7.656000,-3.696000,-3.936000
0.546448,4.140000,-12.060000,-6.975000,8.100000,-7.104000,-3.432000,-4.248000
0.548829,4.500000,-12.960000,-5.535000,7.965000,-7.296000,-3.864000,-4.032000
0.551143,9.630000,-5.490000,-4.815000,7.245000,-5.616000,-3.312000,-3.624000
0.553465,9.900000,-5.490000,-3.555000,7.335000,-5.760000,-2.880000,-3.672000
0.555779,10.350000,-6.120000,-4.185000,7.200000,-5.832000,-2.712000,-3.816000
0.558088,2.700000,-12.510000,-5.760000,8.280000,-7.104000,-3.408000,-3.960000
0.560405,3.150000,-12.510000,-7.020000,8.550000,-7.056000,-3.792000,-3.792000
0.562713,3.330000,-11.970000,-7.200000,8.685000,-7.320000,-3.600000,-4.248000
0.565296,9.450000,-5.580000,-5.580000,8.235000,-5.688000,-3.120000,-3.648000
0.567628,11.880000,-4.860000,-4.860000,8.640000,-5.568000,-3.000000,-3.432000
0.569956,12.240000,-3.690000,-3.195000,9.315000,-5.544000,-3.336000,-3.840000
0.572240,5.310000,-9.360000,-5.850000,10.215000,-7.272000,-3.504000,-4.248000
0.574585,7.110000,-9.540000,-4.545000,10.890000,-7.536000,-3.792000,-4.344000
0.576871,7.020000,-9.810000,-5.805000,11.115000,-7.848000,-3.672000,-4.080000
0.579242,14.580000,-3.240000,-3.555000,10.935000,-5.976000,-3.144000,-3.960000
0.581554,15.930000,-2.790000,-4.860000,11.160000,-5.880000,-3.000000,-4.272000
0.583880,15.840000,-2.790000,-4.950000,11.160000,-6.000000,-3.336000,-3.744000
0.586184,9.270000,-8.640000,-7.560000,11.745000,-7.728000,-3.600000,-4.176000
0.588538,8.550000,-9.270000,-6.615000,11.790000,-7.608000,-3.696000,-4.512000
