time,j0,j1,j2,j3,j4,j5,j6
0.174807,-0.234013,-0.149860,-0.168209,-0.198482,-0.686245,0.076988,-0.040051
0.176824,-0.235139,-0.151048,-0.168394,-0.197680,-0.686626,0.075974,-0.040273
0.178857,-0.236229,-0.152248,-0.168515,-0.196814,-0.686994,0.075134,-0.041080
0.180827,-0.237291,-0.153552,-0.168681,-0.195908,-0.687375,0.074168,-0.041547
0.182822,-0.238395,-0.154828,-0.168874,-0.195043,-0.687743,0.073176,-0.042037
0.184814,-0.239531,-0.156082,-0.169087,-0.194134,-0.688101,0.072158,-0.042811
0.186816,-0.240628,-0.157328,-0.169227,-0.193270,-0.688449,0.071150,-0.043280
0.188822,-0.241757,-0.158565,-0.169405,-0.192435,-0.688788,0.070313,-0.043778
0.190819,-0.242852,-0.159887,-0.169607,-0.191548,-0.689141,0.069349,-0.044274
0.192898,-0.243917,-0.161176,-0.169740,-0.190622,-0.689485,0.068347,-0.044770
0.194813,-0.245024,-0.162439,-0.169828,-0.189747,-0.689820,0.067334,-0.045266
0.196837,-0.246159,-0.163691,-0.169971,-0.188905,-0.690147,0.066513,-0.046014
0.198806,-0.247259,-0.164932,-0.170234,-0.188011,-0.690468,0.065537,-0.046762
0.200801,-0.248328,-0.166169,-0.170408,-0.187081,-0.690804,0.064541,-0.047002
0.202801,-0.249496,-0.167400,-0.170524,-0.186203,-0.691133,0.063720,-0.047495
0.204829,-0.250621,-0.168632,-0.170768,-0.185360,-0.691432,0.062545,-0.048244
0.206856,-0.251709,-0.169859,-0.170931,-0.184464,-0.691748,0.061505,-0.048739
0.208815,-0.252832,-0.171171,-0.171038,-0.183532,-0.692059,0.060681,-0.049235
0.210804,-0.253922,-0.172454,-0.171193,-0.182654,-0.692342,0.059703,-0.049731
0.212822,-0.254986,-0.173716,-0.171380,-0.181812,-0.692644,0.058908,-0.050462
0.214799,-0.256088,-0.175048,-0.171588,-0.180915,-0.692942,0.057921,-0.050974
0.216818,-0.257221,-0.176346,-0.171726,-0.179982,-0.693235,0.056702,-0.051464
0.218827,-0.258319,-0.177538,-0.171818,-0.179104,-0.693524,0.055875,-0.051967
0.220830,-0.259390,-0.178740,-0.171962,-0.178262,-0.693788,0.055101,-0.052456
0.222816,-0.260496,-0.180030,-0.172142,-0.177366,-0.694072,0.053888,-0.053186
0.224820,-0.261632,-0.181301,-0.172345,-0.176431,-0.694353,0.052860,-0.053698
0.226799,-0.262732,-0.182555,-0.172564,-0.175470,-0.694609,0.052065,-0.054196
0.228823,-0.263806,-0.183879,-0.172709,-0.174576,-0.694865,0.051071,-0.054692
0.230808,-0.264914,-0.185172,-0.172806,-0.173723,-0.695120,0.050056,-0.055188
0.232804,-0.266050,-0.186442,-0.172954,-0.172818,-0.695374,0.049040,-0.055901
0.234840,-0.267151,-0.187700,-0.173136,-0.171962,-0.695628,0.048272,-0.056428
0.236817,-0.268280,-0.188946,-0.173257,-0.171050,-0.695860,0.047253,-0.056921
0.238804,-0.269379,-0.190187,-0.173338,-0.170107,-0.696093,0.046252,-0.057423
0.240816,-0.270449,-0.191422,-0.173474,-0.169224,-0.696327,0.045220,-0.057914
0.242813,-0.271555,-0.192729,-0.173732,-0.168296,-0.696541,0.044220,-0.058626
0.244824,-0.272688,-0.194013,-0.173904,-0.167426,-0.696780,0.043457,-0.059151
0.246835,-0.273790,-0.195277,-0.174018,-0.166504,-0.697019,0.042432,-0.059652
0.248901,-0.274863,-0.196604,-0.174178,-0.165554,-0.697238,0.041416,-0.060149
